what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1510672755373
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1510672756747
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510672758346
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1510672760232
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510672760539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672766204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672778042
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510672778093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672780205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672781812
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510672782046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672783571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672785532
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1510672786428
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510672786748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672791353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672795409
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510672795459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672797641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672799625
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510672799852
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510672801611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672817540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672833815
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510672833850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672836345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672838368
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510672838595
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510672840273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672958875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672989096
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510672989125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672991293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672992781
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510672993058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510672994518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673002218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673006213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673008316
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673008579
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673010697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673038243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673173356
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510673173390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673177390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673179360
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673179595
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673181412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673260663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673261362
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510673261368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673261529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673319038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673325579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673337587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673338923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673411581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673412372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673430220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673433012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673433062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673433114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673437154
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1510673437174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673442033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673453632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673455778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673457731
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673457946
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673459688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673510251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673513228
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510673513234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673549532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673565147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673569600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673617891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673621055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673623056
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673623289
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673625054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673645600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673700520
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510673700548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673702705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673704693
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673704928
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673706758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673729459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673730565
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510673730583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673731928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673792572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673795120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673797134
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673797358
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673799132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673815934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673858097
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510673858114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673860726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673862760
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510673862991
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510673864749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510673915689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674041410
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674041433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674043830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674046034
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674046276
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674048050
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510674079434
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674080293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674082998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674084299
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674084526
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674086210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674099518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674166934
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674166950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674170680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674172684
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674172908
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674174687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674198059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674203658
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674203677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674205583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674207551
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674207776
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674209568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674229920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674267973
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674267986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674270475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674272477
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674272701
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674274425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674281968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674293684
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510674293709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674295787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674297788
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1510674298022
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510674299789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510674301735
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1510674383501
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1510674383503
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1510674383504
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1510674383505
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1510674383506
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1510674383507
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1510674383507
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1510674383508
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1510674383508
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1510674383509
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1510674383510
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1510674383512
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1510674383513
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1510674383514
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1510674383514
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1510674383514
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1510674383515
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1510674383517
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1510674383518
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1510674383519
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1510674383520
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1510674383521
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1510674383522
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1510674383523
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1510674383524
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1510674383525
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1510674383526
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1510674383527
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1510674383528
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1510674383529
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1510674383531
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1510674383532
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1510674383533
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1510674383533
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1510674383534
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1510674383535
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1510674383536
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1510674383537
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1510674383537
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1510674383538
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1510674383538
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1510674383539
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1510674383539
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1510674383539
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1510674383540
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1510674383540
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1510674383540
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1510674383541
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1510674383541
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1510674383541
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1510674383542
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1510674383542
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1510674383543
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1510674383543
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1510674383543
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1510674383544
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1510674383544
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1510674383545
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1510674383545
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1510674383546
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1510674383546
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1510674383546
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1510674383546
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1510674383547
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1510674383547
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1510674383548
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1510674383548
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1510674383549
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1510674383549
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1510674383549
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1510674383550
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1510674383550
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1510674383551
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1510674383551
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1510674383552
